onset	duration	nwb_table	error_run	stim_run	both_visit	condition	tags
7344.1024	2805.0944	epochs					['EightMazePosition_0']
7359.812	59.547199999999975	trials	0.0	0.0	0.0	run_left	
7419.3592	137.6927999999998	trials	0.0	0.0	0.0	run_right	
7557.052	59.546400000001086	trials	0.0	0.0	0.0	run_left	
7616.598400000001	84.29039999999895	trials	1.0	0.0	0.0	run_left	
7700.8888	92.66079999999965	trials	0.0	0.0	0.0	run_right	
7793.549599999999	103.13440000000082	trials	0.0	0.0	0.0	run_left	
7896.684	97.03200000000015	trials	0.0	0.0	0.0	run_right	
7993.716	96.36319999999978	trials	0.0	0.0	0.0	run_left	
8090.0792	49.46399999999994	trials	0.0	0.0	0.0	run_right	
8139.5432	53.245600000000195	trials	0.0	0.0	0.0	run_left	
8192.7888	55.271999999999025	trials	0.0	0.0	0.0	run_right	
8248.0608	52.33440000000155	trials	0.0	0.0	0.0	run_left	
8300.3952	29.420799999999872	trials	1.0	0.0	0.0	run_left	
8329.816	148.5663999999997	trials	0.0	0.0	0.0	run_right	
8478.3824	58.37199999999939	trials	0.0	0.0	0.0	run_left	
8536.7544	29.081599999999526	trials	1.0	0.0	0.0	run_left	
8565.836	85.77200000000084	trials	0.0	0.0	0.0	run_right	
8651.608	57.52640000000065	trials	0.0	0.0	0.0	run_left	
8709.1344	30.381599999998798	trials	1.0	0.0	0.0	run_left	
8739.516	50.64000000000124	trials	0.0	0.0	0.0	run_right	
8790.156	41.968800000000556	trials	0.0	0.0	0.0	run_left	
8832.124800000001	48.1927999999989	trials	0.0	0.0	0.0	run_right	
8880.3176	48.530399999999645	trials	0.0	0.0	0.0	run_left	
8928.848	47.48159999999916	trials	0.0	0.0	0.0	run_right	
8976.3296	56.19759999999951	trials	0.0	0.0	0.0	run_left	
9032.527199999999	23.700000000000728	trials	1.0	0.0	0.0	run_left	
9056.2272	36.65360000000146	trials	0.0	0.0	0.0	run_right	
9092.8808	44.64959999999883	trials	0.0	0.0	0.0	run_left	
9137.5304	60.14640000000145	trials	0.0	0.0	0.0	run_right	
9197.676800000001	187.04959999999846	trials	1.0	0.0	0.0	run_right	
9384.7264	46.16000000000167	trials	0.0	0.0	0.0	run_left	
9430.886400000001	66.04559999999947	trials	0.0	0.0	0.0	run_right	
9496.932	36.615999999999985	trials	0.0	0.0	0.0	run_left	
9533.548	26.746399999999994	trials	1.0	0.0	0.0	run_left	
9560.2944	51.10159999999996	trials	0.0	0.0	0.0	run_right	
9611.396	51.599999999998545	trials	0.0	0.0	0.0	run_left	
9662.996	220.70319999999992	trials	0.0	0.0	0.0	run_right	
9883.6992	47.57680000000073	trials	0.0	0.0	0.0	run_left	
9931.276	47.66480000000047	trials	0.0	0.0	0.0	run_right	
9978.9408	39.141600000000835	trials	0.0	0.0	0.0	run_left	
10018.082400000001	51.98159999999916	trials	0.0	0.0	0.0	run_right	
10070.064	79.13600000000042	trials	0.0	0.0	0.0	run_left	
30494.1056	3163.3920000000035	epochs					['EightMazePosition_1']
30528.032	48.064000000002125	trials	0.0	0.0	0.0	run_left	
30576.096	51.01039999999557	trials	0.0	0.0	0.0	run_right	
30627.106399999997	289.27760000000126	trials	0.0	0.0	0.0	run_right	
30916.384	41.14480000000185	trials	1.0	1.0	0.0	run_left	
30957.5288	61.926400000000285	trials	0.0	1.0	0.0	run_right	
31019.4552	190.51040000000285	trials	0.0	1.0	0.0	run_right	
31209.965600000003	86.59359999999651	trials	1.0	0.0	0.0	run_right	
31296.5592	64.02000000000044	trials	0.0	0.0	0.0	run_right	
31360.5792	280.21199999999953	trials	0.0	1.0	0.0	run_right	
31640.7912	88.82480000000214	trials	0.0	1.0	0.0	run_right	
31729.616	290.1696000000011	trials	0.0	0.0	0.0	run_right	
32019.785600000003	212.98719999999958	trials	0.0	0.0	0.0	run_right	
32232.772800000002	169.87519999999859	trials	0.0	0.0	0.0	run_right	
32402.648	79.94080000000031	trials	0.0	1.0	0.0	run_right	
32482.5888	234.59679999999935	trials	0.0	1.0	0.0	run_right	
32717.1856	72.61199999999735	trials	0.0	1.0	0.0	run_right	
32789.7976	273.57680000000255	trials	0.0	0.0	0.0	run_left	
33063.3744	96.74799999999959	trials	0.0	0.0	0.0	run_right	
33160.1224	59.09440000000177	trials	0.0	1.0	0.0	run_left	
33219.2168	51.01279999999679	trials	0.0	1.0	0.0	run_right	
33270.2296	55.83840000000055	trials	0.0	0.0	0.0	run_left	
33326.068	69.69920000000275	trials	0.0	0.0	0.0	run_right	
33395.7672	49.26719999999477	trials	0.0	0.0	0.0	run_left	
33445.0344	51.36160000000382	trials	0.0	1.0	0.0	run_right	
33496.396	47.98879999999917	trials	0.0	1.0	0.0	run_left	
33544.3848	65.68559999999707	trials	0.0	1.0	0.0	run_right	
33610.0704	47.42960000000312	trials	0.0	0.0	0.0	run_left	
