onset	duration	nwb_table	error_run	stim_run	both_visit	condition	tags
10006.8096	3440.2816000000003	epochs					['EightMazePosition_0']
10022.270400000001	184.11119999999755	trials	0.0	0.0	0.0	run_left	
10206.381599999999	104.46160000000054	trials	0.0	0.0	0.0	run_right	
10310.8432	49.23440000000119	trials	0.0	0.0	0.0	run_left	
10360.0776	80.87279999999919	trials	0.0	0.0	0.0	run_right	
10440.9504	161.7007999999987	trials	0.0	0.0	0.0	run_left	
10602.651199999998	57.13600000000042	trials	0.0	0.0	0.0	run_right	
10659.787199999999	97.63520000000062	trials	0.0	0.0	0.0	run_left	
10757.4224	51.4304000000011	trials	0.0	0.0	0.0	run_right	
10808.8528	45.22400000000016	trials	0.0	0.0	0.0	run_left	
10854.0768	46.62719999999899	trials	0.0	0.0	0.0	run_right	
10900.704	48.400800000001254	trials	0.0	0.0	0.0	run_left	
10949.104800000001	37.0	trials	1.0	0.0	0.0	run_left	
10986.104800000001	58.73599999999897	trials	0.0	0.0	0.0	run_right	
11044.8408	101.04320000000007	trials	0.0	0.0	0.0	run_left	
11145.884	70.15600000000086	trials	0.0	0.0	0.0	run_right	
11216.04	103.23919999999816	trials	0.0	0.0	0.0	run_left	
11319.279199999999	50.107200000002194	trials	0.0	0.0	0.0	run_right	
11369.386400000001	47.20639999999912	trials	0.0	0.0	0.0	run_left	
11416.5928	83.15200000000004	trials	0.0	0.0	0.0	run_right	
11499.7448	55.63760000000002	trials	0.0	0.0	0.0	run_left	
11555.3824	58.5671999999995	trials	0.0	0.0	0.0	run_right	
11613.9496	52.090400000000955	trials	0.0	0.0	0.0	run_left	
11666.04	53.013599999998405	trials	1.0	0.0	0.0	run_left	
11719.0536	288.1040000000012	trials	1.0	0.0	0.0	run_left	
12007.1576	86.70559999999932	trials	1.0	0.0	0.0	run_left	
12093.8632	106.77120000000104	trials	0.0	0.0	0.0	run_right	
12200.6344	205.98240000000078	trials	0.0	0.0	0.0	run_left	
12406.616800000002	33.59759999999915	trials	1.0	0.0	0.0	run_left	
12440.2144	49.32239999999911	trials	1.0	0.0	0.0	run_left	
12489.5368	150.8160000000007	trials	1.0	0.0	0.0	run_left	
12640.3528	128.0615999999991	trials	0.0	0.0	0.0	run_right	
12768.4144	44.95040000000154	trials	0.0	0.0	0.0	run_left	
12813.364800000001	48.57519999999931	trials	1.0	0.0	0.0	run_left	
12861.94	219.89840000000004	trials	0.0	0.0	0.0	run_right	
13081.8384	127.4431999999997	trials	0.0	0.0	0.0	run_left	
13209.2816	235.6903999999995	trials	0.0	0.0	0.0	run_right	
