onset	duration	nwb_table	error_run	stim_run	both_visit	condition	tags
0.0256	1268.4544	epochs					['EightMazePosition_0']
16.6312	48.79760000000001	trials	0.0	0.0	0.0	run_right	
65.42880000000001	53.48479999999999	trials	0.0	0.0	0.0	run_left	
118.9136	45.27679999999998	trials	0.0	0.0	0.0	run_right	
164.19039999999998	61.172800000000024	trials	0.0	0.0	0.0	run_left	
225.3632	59.1472	trials	0.0	0.0	0.0	run_right	
284.5104	50.12719999999996	trials	0.0	0.0	0.0	run_left	
334.63759999999996	46.48640000000006	trials	0.0	0.0	0.0	run_right	
381.124	42.58240000000001	trials	0.0	0.0	0.0	run_left	
423.70640000000003	50.21679999999998	trials	0.0	0.0	0.0	run_right	
473.9232	67.82239999999996	trials	0.0	0.0	0.0	run_left	
541.7456	49.323999999999955	trials	0.0	0.0	0.0	run_right	
591.0695999999999	38.705600000000004	trials	0.0	0.0	0.0	run_left	
629.7751999999999	53.49360000000013	trials	0.0	0.0	0.0	run_right	
683.2688	44.993600000000015	trials	0.0	0.0	0.0	run_left	
728.2624000000001	51.69999999999993	trials	0.0	0.0	0.0	run_right	
779.9624	33.6096	trials	1.0	0.0	0.0	run_right	
813.572	54.259199999999964	trials	0.0	0.0	0.0	run_left	
867.8312	62.476800000000026	trials	0.0	0.0	0.0	run_right	
930.308	60.63599999999997	trials	0.0	0.0	0.0	run_left	
990.944	69.20399999999995	trials	0.0	0.0	0.0	run_right	
1060.148	37.491199999999935	trials	0.0	0.0	0.0	run_left	
1097.6391999999998	46.44320000000016	trials	0.0	0.0	0.0	run_right	
1144.0824	29.499199999999973	trials	1.0	0.0	0.0	run_right	
1173.5816	42.09439999999995	trials	0.0	0.0	0.0	run_left	
1215.676	52.82400000000007	trials	0.0	0.0	0.0	run_right	
8257.2032	1236.4799999999996	epochs					['OpenFieldPosition_Old_0']
9494.8096	566.7327999999998	epochs					['OpenFieldPosition_Old_Curtain_0']
10407.7056	316.6208000000006	epochs					['OpenFieldPosition_Old_Curtain_1']
10748.928	861.2864000000009	epochs					['OpenFieldPosition_New_Curtain_0']
11635.9424	1958.5535999999993	epochs					['OpenFieldPosition_New_0']
13595.52	2533.76	epochs					['OpenFieldPosition_ExtraLarge_0']
29989.6064	2755.993599999998	epochs					['EightMazePosition_1']
30004.729600000002	40.88719999999739	trials	0.0	0.0	0.0	run_right	
30045.6168	167.73839999999836	trials	0.0	0.0	0.0	run_left	
30213.355199999998	165.78080000000045	trials	0.0	0.0	0.0	run_right	
30379.136	56.57040000000052	trials	0.0	0.0	0.0	run_left	
30435.7064	46.88160000000062	trials	0.0	0.0	0.0	run_right	
30482.588	41.89839999999822	trials	1.0	0.0	0.0	run_right	
30524.486399999998	95.62480000000141	trials	0.0	0.0	0.0	run_left	
30620.1112	58.228800000000774	trials	0.0	0.0	0.0	run_right	
30678.34	55.84720000000016	trials	0.0	0.0	0.0	run_left	
30734.1872	51.56319999999687	trials	0.0	0.0	0.0	run_right	
30785.750399999997	53.25840000000244	trials	0.0	0.0	0.0	run_left	
30839.0088	78.58559999999852	trials	0.0	1.0	0.0	run_right	
30917.594399999998	71.17840000000433	trials	0.0	1.0	0.0	run_left	
30988.772800000002	42.90639999999621	trials	0.0	1.0	0.0	run_right	
31031.6792	44.80400000000009	trials	0.0	1.0	0.0	run_left	
31076.4832	46.43760000000111	trials	0.0	1.0	0.0	run_right	
31122.9208	39.98559999999998	trials	0.0	1.0	0.0	run_left	
31162.9064	85.2944000000025	trials	0.0	1.0	0.0	run_right	
31248.200800000002	32.962399999996705	trials	1.0	1.0	0.0	run_right	
31281.1632	35.695199999998295	trials	0.0	1.0	0.0	run_left	
31316.858399999997	45.425600000002305	trials	0.0	1.0	0.0	run_right	
31362.284	27.184000000001106	trials	1.0	0.0	0.0	run_right	
31389.468	41.56399999999849	trials	0.0	0.0	0.0	run_left	
31431.032	71.21360000000277	trials	0.0	0.0	0.0	run_right	
31502.245600000002	45.98800000000119	trials	0.0	0.0	0.0	run_left	
31548.233600000003	91.59199999999691	trials	0.0	0.0	0.0	run_right	
31639.8256	61.42239999999947	trials	1.0	0.0	0.0	run_right	
31701.248	47.720000000001164	trials	1.0	0.0	0.0	run_right	
31748.968	49.0711999999985	trials	0.0	0.0	0.0	run_left	
31798.0392	94.30160000000251	trials	0.0	0.0	0.0	run_right	
31892.3408	29.291199999999662	trials	0.0	0.0	0.0	run_left	
31921.632	52.88319999999658	trials	0.0	0.0	0.0	run_right	
31974.515199999998	40.563200000000506	trials	0.0	1.0	0.0	run_left	
32015.0784	71.15599999999904	trials	0.0	1.0	0.0	run_right	
32086.234399999998	87.80560000000332	trials	1.0	1.0	0.0	run_right	
32174.04	31.824000000000524	trials	0.0	1.0	0.0	run_left	
32205.864	63.53759999999966	trials	0.0	1.0	0.0	run_right	
32269.4016	33.94319999999789	trials	0.0	1.0	0.0	run_left	
32303.3448	102.92559999999867	trials	0.0	1.0	0.0	run_right	
32406.270399999998	60.16320000000269	trials	1.0	1.0	0.0	run_right	
32466.4336	26.760800000000017	trials	0.0	1.0	0.0	run_left	
32493.1944	67.0759999999973	trials	0.0	1.0	0.0	run_right	
32560.270399999998	63.23760000000402	trials	0.0	0.0	0.0	run_left	
32623.508	116.53919999999925	trials	1.0	0.0	0.0	run_left	
