onset	duration	nwb_table	error_run	stim_run	both_visit	condition	tags
7327.104	3470.079999999999	epochs					['EightMazePosition_0']
7337.588	147.08479999999963	trials	0.0	0.0	0.0	run_right	
7484.672799999999	162.34479999999985	trials	0.0	0.0	0.0	run_left	
7647.017599999999	59.304800000000796	trials	0.0	0.0	0.0	run_right	
7706.3224	61.73279999999977	trials	0.0	0.0	0.0	run_left	
7768.0552	57.58880000000045	trials	0.0	0.0	0.0	run_right	
7825.644	54.23199999999997	trials	0.0	0.0	0.0	run_left	
7879.876	23.606400000000576	trials	1.0	0.0	0.0	run_left	
7903.482400000001	75.14399999999932	trials	0.0	0.0	0.0	run_right	
7978.6264	66.30479999999989	trials	0.0	0.0	0.0	run_left	
8044.9312	31.67200000000048	trials	1.0	0.0	0.0	run_left	
8076.6032000000005	66.26800000000003	trials	0.0	0.0	0.0	run_right	
8142.8712000000005	111.89839999999913	trials	0.0	0.0	0.0	run_left	
8254.7696	47.427999999999884	trials	1.0	0.0	0.0	run_left	
8302.1976	88.09200000000055	trials	0.0	0.0	0.0	run_right	
8390.2896	257.1728000000003	trials	0.0	0.0	0.0	run_left	
8647.4624	552.6023999999998	trials	0.0	0.0	0.0	run_right	
9200.0648	996.5776000000005	trials	1.0	0.0	0.0	run_right	
10196.6424	600.5576000000001	trials	1.0	0.0	0.0	run_right	
